id,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_38333,QFPG,XGOB,2025/02/02 21:25:00,2025/02/02 23:55:00,320,Aft_10111,158
Flt_38334,NQQU,VTIR,2025/02/02 21:30:00,2025/02/03 00:50:00,320,Aft_10144,214
Flt_38335,GGQY,VBKF,2025/02/02 21:35:00,2025/02/02 23:45:00,320,Aft_10102,143
Flt_38336,SNFR,GRIG,2025/02/02 21:35:00,2025/02/03 01:05:00,319,Aft_10097,212
Flt_38337,KNKY,XGOB,2025/02/02 21:35:00,2025/02/02 23:30:00,319,Aft_10066,99
Flt_38338,MVFV,XGOB,2025/02/02 21:35:00,2025/02/03 01:40:00,321,Aft_10138,255
Flt_38339,XGOB,GRIG,2025/02/02 21:40:00,2025/02/02 22:50:00,320,Aft_10087,84
Flt_38340,CLVM,MBMY,2025/02/02 21:45:00,2025/02/03 00:20:00,320,Aft_10012,126
Flt_38341,OMLA,UQLN,2025/02/02 21:50:00,2025/02/03 00:35:00,320,Aft_10113,149
Flt_38342,XNVE,XGOB,2025/02/02 21:50:00,2025/02/03 00:30:00,320,Aft_10133,148
Flt_38343,HMAL,XGOB,2025/02/02 21:50:00,2025/02/02 23:40:00,319,Aft_10009,111
Flt_38344,FRMU,SNFR,2025/02/02 21:55:00,2025/02/03 00:10:00,320,Aft_10124,102
Flt_38345,MKHW,SNFR,2025/02/02 21:55:00,2025/02/03 01:05:00,319,Aft_10108,181
Flt_38346,GRIG,SNFR,2025/02/02 21:55:00,2025/02/03 00:55:00,320,Aft_10067,143
Flt_38347,ENRV,XGOB,2025/02/02 21:55:00,2025/02/03 00:20:00,319,Aft_10096,138
Flt_38348,ERHL,XGOB,2025/02/02 21:55:00,2025/02/02 23:50:00,319,Aft_10116,100
Flt_38349,MKHW,XGOB,2025/02/02 21:55:00,2025/02/02 23:45:00,319,Aft_10153,98
Flt_38350,WIMM,XGOB,2025/02/02 22:00:00,2025/02/02 23:15:00,319,Aft_10120,58
Flt_38351,VKRE,XGOB,2025/02/02 22:00:00,2025/02/02 23:30:00,319,Aft_10091,79
Flt_38352,CEUN,XGOB,2025/02/02 22:00:00,2025/02/03 00:50:00,320,Aft_10154,173
Flt_38353,XGOB,LXHP,2025/02/02 22:05:00,2025/02/03 00:15:00,321,Aft_10119,131
Flt_38354,DEPY,UQLN,2025/02/02 22:05:00,2025/02/02 23:55:00,320,Aft_10150,87
Flt_38355,XGOB,JDEH,2025/02/02 22:10:00,2025/02/03 00:50:00,321,Aft_10004,154
Flt_38356,XLXE,XGOB,2025/02/02 22:10:00,2025/02/03 00:55:00,321,Aft_10059,174
Flt_38357,WZBQ,UQLN,2025/02/02 22:15:00,2025/02/03 00:55:00,321,Aft_10024,175
Flt_38358,CILH,XGOB,2025/02/02 22:15:00,2025/02/03 00:40:00,321,Aft_10016,151
Flt_38359,MBMY,WZBQ,2025/02/02 22:20:00,2025/02/03 01:55:00,321,Aft_10013,224
Flt_38360,PIEK,LUKE,2025/02/02 22:25:00,2025/02/02 23:35:00,320,Aft_10034,61
Flt_38361,FFJA,XGOB,2025/02/02 22:35:00,2025/02/03 01:45:00,321,Aft_10032,179
Flt_38362,MBMY,UQLN,2025/02/02 22:40:00,2025/02/03 00:55:00,321,Aft_10021,129
Flt_38363,OEQY,UQLN,2025/02/02 22:40:00,2025/02/03 00:55:00,321,Aft_10006,115
Flt_38364,HMAL,NHMN,2025/02/02 22:45:00,2025/02/03 03:25:00,320,Aft_10027,279
Flt_38365,VBKF,LUKE,2025/02/02 22:45:00,2025/02/03 00:50:00,320,Aft_10072,120
Flt_38366,XGOB,QNRH,2025/02/02 22:50:00,2025/02/03 01:50:00,321,Aft_10114,174
Flt_38367,LUKE,OEQY,2025/02/02 23:10:00,2025/02/03 01:20:00,320,Aft_10101,135
Flt_38368,XGOB,GRIG,2025/02/02 23:25:00,2025/02/03 01:05:00,320,Aft_10143,82
Flt_38369,OSYY,UQLN,2025/02/02 23:35:00,2025/02/03 01:30:00,321,Aft_10014,108
Flt_38370,GRIG,XGOB,2025/02/02 23:35:00,2025/02/03 00:55:00,320,Aft_10044,74
Flt_38371,DEPY,XGOB,2025/02/02 23:40:00,2025/02/03 01:30:00,320,Aft_10073,83
Flt_38372,VMTM,XGOB,2025/02/02 23:50:00,2025/02/03 01:40:00,319,Aft_10069,94
Flt_38373,FQEW,UQLN,2025/02/02 23:55:00,2025/02/03 01:50:00,319,Aft_10058,120
Flt_38374,NMPZ,UQLN,2025/02/02 23:55:00,2025/02/03 01:40:00,320,Aft_10125,104
Flt_38375,NRTE,XGOB,2025/02/03 00:20:00,2025/02/03 05:00:00,321,Aft_10118,258
Flt_38376,XGOB,JDTH,2025/02/03 01:30:00,2025/02/03 11:45:00,350,Aft_10159,619
Flt_38377,NRTE,HMAL,2025/02/03 06:40:00,2025/02/03 10:20:00,321,Aft_10160,194
Flt_38378,HMAL,NRTE,2025/02/03 01:50:00,2025/02/03 05:10:00,321,Aft_10160,240
Flt_38379,QNRH,XGOB,2025/02/03 02:20:00,2025/02/03 05:00:00,321,Aft_10114,141
Flt_38380,ZGPT,HMAL,2025/02/03 17:30:00,2025/02/03 19:35:00,321,Aft_10001,129
Flt_38381,NHMN,HMAL,2025/02/03 04:25:00,2025/02/03 08:50:00,320,Aft_10027,257
Flt_38382,HMAL,ZGPT,2025/02/03 13:30:00,2025/02/03 16:00:00,321,Aft_10001,133
Flt_38383,WZBQ,MBMY,2025/02/03 06:00:00,2025/02/03 09:35:00,321,Aft_10013,240
Flt_38384,XGOB,CYBH,2025/02/03 06:00:00,2025/02/03 08:40:00,321,Aft_10043,135
Flt_38385,XGOB,FFJA,2025/02/03 06:00:00,2025/02/03 08:15:00,321,Aft_10032,120
Flt_38386,GRIG,EYCX,2025/02/03 06:20:00,2025/02/03 09:05:00,320,Aft_10161,156
Flt_38387,UQLN,EVWP,2025/02/03 06:20:00,2025/02/03 08:20:00,321,Aft_10014,116
Flt_38388,SNFR,HMAL,2025/02/03 06:25:00,2025/02/03 09:30:00,319,Aft_10108,171
Flt_38389,XGOB,VSBC,2025/02/03 06:25:00,2025/02/03 09:05:00,321,Aft_10106,128
Flt_38390,XGOB,DEPY,2025/02/03 06:25:00,2025/02/03 07:50:00,319,Aft_10009,76
Flt_38391,SNFR,ZWIO,2025/02/03 06:25:00,2025/02/03 09:15:00,320,Aft_10039,169
Flt_38392,FRMU,XGOB,2025/02/03 06:25:00,2025/02/03 08:50:00,321,Aft_10011,136
Flt_38393,MBMY,CLVM,2025/02/03 06:25:00,2025/02/03 08:50:00,320,Aft_10012,136
Flt_38394,MBMY,VORI,2025/02/03 06:30:00,2025/02/03 08:30:00,321,Aft_10046,117
Flt_38395,UQLN,DDCZ,2025/02/03 06:30:00,2025/02/03 08:40:00,320,Aft_10123,113
Flt_38396,GRIG,VBKF,2025/02/03 06:30:00,2025/02/03 08:45:00,320,Aft_10143,114
Flt_38397,JDEH,XGOB,2025/02/03 06:30:00,2025/02/03 09:25:00,321,Aft_10004,179
Flt_38398,VTIR,XLXE,2025/02/03 06:35:00,2025/02/03 09:50:00,321,Aft_10062,170
Flt_38399,GRIG,UQLN,2025/02/03 06:35:00,2025/02/03 08:20:00,320,Aft_10015,83
Flt_38400,XGOB,AIZY,2025/02/03 06:40:00,2025/02/03 09:00:00,319,Aft_10129,129
Flt_38401,UQLN,LXHP,2025/02/03 06:45:00,2025/02/03 08:50:00,320,Aft_10054,114
Flt_38402,WZBQ,RSIH,2025/02/03 06:50:00,2025/02/03 09:30:00,320,Aft_10088,165
Flt_38403,UQLN,FRMU,2025/02/03 06:50:00,2025/02/03 09:05:00,321,Aft_10057,116
Flt_38404,UQLN,CILH,2025/02/03 06:50:00,2025/02/03 09:05:00,321,Aft_10042,110
Flt_38405,XGOB,IDKG,2025/02/03 06:50:00,2025/02/03 10:30:00,321,Aft_10140,219
Flt_38406,UQLN,WZBQ,2025/02/03 06:55:00,2025/02/03 09:10:00,321,Aft_10035,137
Flt_38407,UQLN,HMAL,2025/02/03 06:55:00,2025/02/03 08:45:00,320,Aft_10125,87
Flt_38408,GRIG,OEQY,2025/02/03 06:55:00,2025/02/03 08:45:00,320,Aft_10018,109
Flt_38409,XGOB,OMLA,2025/02/03 06:55:00,2025/02/03 09:10:00,320,Aft_10104,135
Flt_38410,VTIR,CYBH,2025/02/03 06:55:00,2025/02/03 09:50:00,321,Aft_10031,195
Flt_38411,OEQY,XGOB,2025/02/03 06:55:00,2025/02/03 09:30:00,321,Aft_10103,149
Flt_38412,CXOJ,XGOB,2025/02/03 06:55:00,2025/02/03 10:35:00,320,Aft_10055,200
Flt_38413,WZBQ,XGOB,2025/02/03 06:55:00,2025/02/03 10:00:00,321,Aft_10022,167
Flt_38414,LUKE,FRMU,2025/02/03 07:00:00,2025/02/03 09:15:00,320,Aft_10072,136
Flt_38415,JDEH,VSBC,2025/02/03 07:00:00,2025/02/03 10:40:00,321,Aft_10036,226
Flt_38416,UQLN,VSBC,2025/02/03 07:00:00,2025/02/03 09:10:00,321,Aft_10024,112
Flt_38417,LXHP,ERHL,2025/02/03 07:00:00,2025/02/03 11:00:00,320,Aft_10060,220
Flt_38418,XGOB,SNFR,2025/02/03 07:00:00,2025/02/03 09:35:00,321,Aft_10132,137
Flt_38419,GRIG,LXHP,2025/02/03 07:00:00,2025/02/03 09:50:00,320,Aft_10121,182
Flt_38420,VTIR,LXHP,2025/02/03 07:00:00,2025/02/03 09:35:00,320,Aft_10130,154
Flt_38421,VTIR,CEUN,2025/02/03 07:00:00,2025/02/03 09:45:00,320,Aft_10144,158
Flt_38422,XGOB,VTIR,2025/02/03 07:00:00,2025/02/03 10:40:00,321,Aft_10033,217
Flt_38423,UQLN,VTIR,2025/02/03 07:00:00,2025/02/03 10:25:00,321,Aft_10053,213
Flt_38424,XGOB,OEQY,2025/02/03 07:05:00,2025/02/03 09:35:00,321,Aft_10003,129
Flt_38425,UQLN,NMPZ,2025/02/03 07:05:00,2025/02/03 09:05:00,320,Aft_10113,115
Flt_38426,GRIG,XBQP,2025/02/03 07:05:00,2025/02/03 09:35:00,320,Aft_10052,135
Flt_38427,MBMY,LXHP,2025/02/03 07:05:00,2025/02/03 10:30:00,321,Aft_10134,206
Flt_38428,UQLN,OEQY,2025/02/03 07:10:00,2025/02/03 09:15:00,320,Aft_10090,105
Flt_38429,VTIR,VBRA,2025/02/03 07:10:00,2025/02/03 10:50:00,320,Aft_10098,208
Flt_38430,VTIR,MBMY,2025/02/03 07:10:00,2025/02/03 12:45:00,321,Aft_10050,312
Flt_38431,VTIR,VBKF,2025/02/03 07:10:00,2025/02/03 11:05:00,320,Aft_10051,217
Flt_38432,XGOB,GRIG,2025/02/03 07:10:00,2025/02/03 08:55:00,320,Aft_10044,88
Flt_38433,UQLN,SNFR,2025/02/03 07:10:00,2025/02/03 09:15:00,320,Aft_10020,117
Flt_38434,FRMU,UQLN,2025/02/03 07:10:00,2025/02/03 09:10:00,320,Aft_10029,126
Flt_38435,CXOJ,PIEK,2025/02/03 07:10:00,2025/02/03 10:35:00,320,Aft_10047,197
Flt_38436,GRIG,XGOB,2025/02/03 07:10:00,2025/02/03 08:40:00,320,Aft_10056,68
Flt_38437,GRIG,HEYQ,2025/02/03 07:15:00,2025/02/03 09:55:00,320,Aft_10083,148
Flt_38438,UQLN,CYBH,2025/02/03 07:15:00,2025/02/03 09:30:00,321,Aft_10006,133
Flt_38439,UQLN,JFWS,2025/02/03 07:15:00,2025/02/03 10:20:00,319,Aft_10058,185
Flt_38440,XGOB,MVFV,2025/02/03 07:15:00,2025/02/03 10:25:00,321,Aft_10095,187
Flt_38441,XGOB,VORI,2025/02/03 07:20:00,2025/02/03 09:25:00,320,Aft_10073,101
Flt_38442,VBKF,AIZY,2025/02/03 07:20:00,2025/02/03 10:15:00,319,Aft_10061,182
Flt_38443,JDEH,XGOB,2025/02/03 07:20:00,2025/02/03 10:35:00,320,Aft_10126,191
Flt_38444,XGOB,SHIS,2025/02/03 07:25:00,2025/02/03 09:40:00,320,Aft_10162,110
Flt_38445,VTIR,EYCX,2025/02/03 07:25:00,2025/02/03 10:40:00,320,Aft_10049,186
Flt_38446,XGOB,PKEY,2025/02/03 07:25:00,2025/02/03 09:15:00,321,Aft_10065,106
Flt_38447,XGOB,IZUZ,2025/02/03 07:25:00,2025/02/03 09:05:00,319,Aft_10066,84
Flt_38448,GRIG,CEUN,2025/02/03 07:25:00,2025/02/03 10:10:00,319,Aft_10097,144
Flt_38449,MBMY,PIEK,2025/02/03 07:25:00,2025/02/03 09:50:00,320,Aft_10078,139
Flt_38450,VTIR,XGOB,2025/02/03 07:25:00,2025/02/03 11:55:00,321,Aft_10030,268
Flt_38451,LUKE,XGOB,2025/02/03 07:30:00,2025/02/03 08:35:00,320,Aft_10034,62
Flt_38452,LXHP,XGOB,2025/02/03 07:35:00,2025/02/03 10:15:00,320,Aft_10037,157
Flt_38453,WZBQ,FIHQ,2025/02/03 07:40:00,2025/02/03 09:50:00,320,Aft_10077,117
Flt_38454,XGOB,ERHL,2025/02/03 07:40:00,2025/02/03 09:40:00,319,Aft_10091,106
Flt_38455,SNFR,IAWP,2025/02/03 07:40:00,2025/02/03 10:40:00,320,Aft_10071,185
Flt_38456,SNFR,XGOB,2025/02/03 07:40:00,2025/02/03 10:55:00,320,Aft_10124,200
Flt_38457,XGOB,URTH,2025/02/03 07:45:00,2025/02/03 09:45:00,320,Aft_10152,106
Flt_38458,XGOB,ELBQ,2025/02/03 07:45:00,2025/02/03 09:45:00,319,Aft_10079,112
Flt_38459,SNFR,FRMU,2025/02/03 07:50:00,2025/02/03 10:15:00,321,Aft_10080,152
Flt_38460,SNFR,IXQM,2025/02/03 07:50:00,2025/02/03 11:10:00,320,Aft_10081,200
Flt_38461,VTIR,CYBH,2025/02/03 07:50:00,2025/02/03 11:25:00,321,Aft_10082,186
Flt_38462,VBKF,EQTC,2025/02/03 07:50:00,2025/02/03 09:50:00,320,Aft_10137,106
Flt_38463,XGOB,ISAX,2025/02/03 07:50:00,2025/02/03 10:25:00,321,Aft_10025,129
Flt_38464,GRIG,XGOB,2025/02/03 07:50:00,2025/02/03 09:10:00,320,Aft_10128,71
Flt_38465,XGOB,SRNH,2025/02/03 07:55:00,2025/02/03 09:55:00,320,Aft_10139,103
Flt_38466,CLVM,VORI,2025/02/03 07:55:00,2025/02/03 09:25:00,320,Aft_10074,96
Flt_38467,XGOB,MKHW,2025/02/03 07:55:00,2025/02/03 10:00:00,320,Aft_10075,115
Flt_38468,XGOB,LXHP,2025/02/03 07:55:00,2025/02/03 10:20:00,320,Aft_10089,142
Flt_38469,UQLN,NQQU,2025/02/03 07:55:00,2025/02/03 10:05:00,320,Aft_10150,137
Flt_38470,XGOB,AIZY,2025/02/03 07:55:00,2025/02/03 10:10:00,319,Aft_10096,149
Flt_38471,HMAL,XGOB,2025/02/03 07:55:00,2025/02/03 09:55:00,320,Aft_10070,107
Flt_38472,XGOB,CYBH,2025/02/03 08:00:00,2025/02/03 10:40:00,321,Aft_10145,146
Flt_38473,CXOJ,CLVM,2025/02/03 08:00:00,2025/02/03 11:25:00,320,Aft_10093,210
Flt_38474,SNFR,CLVM,2025/02/03 08:00:00,2025/02/03 11:10:00,320,Aft_10076,197
Flt_38475,UQLN,MVFV,2025/02/03 08:00:00,2025/02/03 11:05:00,321,Aft_10026,182
Flt_38476,VTIR,OMLA,2025/02/03 08:05:00,2025/02/03 11:10:00,320,Aft_10099,170
Flt_38477,UQLN,WAVK,2025/02/03 08:05:00,2025/02/03 09:45:00,319,Aft_10107,100
Flt_38478,OEQY,XGOB,2025/02/03 08:05:00,2025/02/03 10:30:00,320,Aft_10101,146
Flt_38479,VBKF,PIEK,2025/02/03 08:10:00,2025/02/03 10:00:00,320,Aft_10102,107
Flt_38480,XGOB,VSBC,2025/02/03 08:15:00,2025/02/03 10:35:00,321,Aft_10038,127
Flt_38481,SNFR,DEPY,2025/02/03 08:15:00,2025/02/03 11:30:00,320,Aft_10105,209
Flt_38482,XGOB,XLXE,2025/02/03 08:15:00,2025/02/03 10:35:00,321,Aft_10148,135
Flt_38483,UQLN,JFWS,2025/02/03 08:15:00,2025/02/03 11:20:00,319,Aft_10100,177
Flt_38484,XGOB,CXOJ,2025/02/03 08:15:00,2025/02/03 11:40:00,320,Aft_10040,227
Flt_38485,SNFR,PIEK,2025/02/03 08:20:00,2025/02/03 11:25:00,320,Aft_10007,193
Flt_38486,LXHP,XGOB,2025/02/03 08:20:00,2025/02/03 11:00:00,321,Aft_10119,174
Flt_38487,XGOB,AGEE,2025/02/03 08:20:00,2025/02/03 11:35:00,319,Aft_10120,181
Flt_38488,XGOB,PADI,2025/02/03 08:25:00,2025/02/03 11:20:00,321,Aft_10016,161
Flt_38489,XGOB,JFWS,2025/02/03 08:30:00,2025/02/03 11:05:00,319,Aft_10112,159
Flt_38490,WZBQ,XGOB,2025/02/03 08:30:00,2025/02/03 11:35:00,320,Aft_10023,191
Flt_38491,XGOB,OSYY,2025/02/03 08:35:00,2025/02/03 10:40:00,321,Aft_10151,119
Flt_38492,XGOB,XBQP,2025/02/03 08:35:00,2025/02/03 11:20:00,321,Aft_10115,145
Flt_38493,XGOB,WQLS,2025/02/03 08:35:00,2025/02/03 10:00:00,319,Aft_10116,93
Flt_38494,VBKF,JFWS,2025/02/03 08:35:00,2025/02/03 12:10:00,319,Aft_10117,210
Flt_38495,XGOB,CZCU,2025/02/03 08:35:00,2025/02/03 12:40:00,320,Aft_10141,227
Flt_38496,XGOB,IDKG,2025/02/03 08:35:00,2025/02/03 12:20:00,321,Aft_10142,219
Flt_38497,XGOB,EYCX,2025/02/03 08:40:00,2025/02/03 10:40:00,321,Aft_10127,109
Flt_38498,XGOB,GUZT,2025/02/03 08:40:00,2025/02/03 10:10:00,319,Aft_10153,64
Flt_38499,DEPY,XGOB,2025/02/03 08:40:00,2025/02/03 10:15:00,319,Aft_10009,98
Flt_38500,GRIG,NJCK,2025/02/03 08:45:00,2025/02/03 10:25:00,320,Aft_10005,97
Flt_38501,XGOB,VORI,2025/02/03 08:45:00,2025/02/03 10:40:00,320,Aft_10068,107
Flt_38502,UQLN,FFJA,2025/02/03 08:45:00,2025/02/03 10:55:00,321,Aft_10017,109
Flt_38503,SNFR,GRIG,2025/02/03 08:50:00,2025/02/03 12:15:00,320,Aft_10067,219
Flt_38504,UQLN,OSYY,2025/02/03 08:55:00,2025/02/03 10:55:00,321,Aft_10021,99
Flt_38505,XGOB,UUKJ,2025/02/03 09:00:00,2025/02/03 12:10:00,321,Aft_10114,187
Flt_38506,XGOB,ZCUA,2025/02/03 09:00:00,2025/02/03 11:15:00,320,Aft_10086,122
Flt_38507,GRIG,LXHP,2025/02/03 09:00:00,2025/02/03 11:50:00,320,Aft_10028,180
Flt_38508,XGOB,NQQU,2025/02/03 09:00:00,2025/02/03 11:35:00,319,Aft_10069,152
Flt_38509,VTIR,CEUN,2025/02/03 09:00:00,2025/02/03 11:55:00,320,Aft_10010,166
Flt_38510,UQLN,AIZY,2025/02/03 09:00:00,2025/02/03 11:35:00,319,Aft_10131,147
Flt_38511,XGOB,HEYQ,2025/02/03 09:05:00,2025/02/03 11:45:00,321,Aft_10138,140
Flt_38512,XGOB,CEUN,2025/02/03 09:05:00,2025/02/03 11:20:00,320,Aft_10085,126
Flt_38513,EVWP,UQLN,2025/02/03 09:05:00,2025/02/03 11:40:00,321,Aft_10014,153
Flt_38514,MBMY,XGOB,2025/02/03 09:05:00,2025/02/03 11:45:00,321,Aft_10002,158
Flt_38515,FFJA,XGOB,2025/02/03 09:05:00,2025/02/03 11:55:00,321,Aft_10032,190
Flt_38516,XGOB,GTVX,2025/02/03 09:05:00,2025/02/03 13:55:00,321,Aft_10147,304
Flt_38517,VBKF,OEQY,2025/02/03 09:10:00,2025/02/03 11:55:00,320,Aft_10045,160
Flt_38518,XGOB,FRMU,2025/02/03 09:15:00,2025/02/03 11:40:00,321,Aft_10008,133
Flt_38519,XGOB,ERHL,2025/02/03 09:15:00,2025/02/03 11:05:00,320,Aft_10133,106
Flt_38520,SNFR,XGOB,2025/02/03 09:15:00,2025/02/03 12:25:00,321,Aft_10041,214
Flt_38521,XGOB,CXOJ,2025/02/03 09:15:00,2025/02/03 13:00:00,320,Aft_10154,242
Flt_38522,XGOB,GRIG,2025/02/03 09:20:00,2025/02/03 10:45:00,320,Aft_10084,84
Flt_38523,XGOB,NQQU,2025/02/03 09:20:00,2025/02/03 11:50:00,321,Aft_10118,143
Flt_38524,FRMU,XGOB,2025/02/03 09:20:00,2025/02/03 11:40:00,320,Aft_10048,157
Flt_38525,UQLN,PKEY,2025/02/03 09:25:00,2025/02/03 11:15:00,320,Aft_10015,116
Flt_38526,VTIR,NQQU,2025/02/03 09:25:00,2025/02/03 13:20:00,320,Aft_10064,230
Flt_38527,DDCZ,UQLN,2025/02/03 09:25:00,2025/02/03 11:55:00,320,Aft_10123,143
Flt_38528,FWCS,XGOB,2025/02/03 09:25:00,2025/02/03 14:00:00,321,Aft_10109,217
Flt_38529,XGOB,WZBQ,2025/02/03 09:30:00,2025/02/03 12:15:00,321,Aft_10059,150
Flt_38530,GRIG,QFGG,2025/02/03 09:30:00,2025/02/03 11:00:00,320,Aft_10087,100
Flt_38531,FRMU,CLVM,2025/02/03 09:30:00,2025/02/03 11:50:00,320,Aft_10146,131
Flt_38532,VORI,VTIR,2025/02/03 09:30:00,2025/02/03 13:15:00,321,Aft_10046,228
Flt_38533,XGOB,YLTL,2025/02/03 09:35:00,2025/02/03 13:35:00,321,Aft_10156,233
Flt_38534,CLVM,VBKF,2025/02/03 09:35:00,2025/02/03 11:05:00,320,Aft_10012,93
Flt_38535,XGOB,MGVJ,2025/02/03 09:35:00,2025/02/03 11:50:00,321,Aft_10149,127
Flt_38536,XGOB,VSBC,2025/02/03 09:45:00,2025/02/03 12:00:00,320,Aft_10034,129
Flt_38537,LXHP,UQLN,2025/02/03 09:45:00,2025/02/03 12:25:00,320,Aft_10054,155
Flt_38538,NMPZ,UQLN,2025/02/03 09:50:00,2025/02/03 11:45:00,320,Aft_10113,101
Flt_38539,HMAL,UQLN,2025/02/03 09:50:00,2025/02/03 11:35:00,320,Aft_10027,92
Flt_38540,IZUZ,XGOB,2025/02/03 09:50:00,2025/02/03 11:25:00,319,Aft_10066,88
Flt_38541,VBKF,CXOJ,2025/02/03 09:50:00,2025/02/03 13:30:00,320,Aft_10143,219
Flt_38542,OEQY,GRIG,2025/02/03 09:55:00,2025/02/03 12:30:00,320,Aft_10018,148
Flt_38543,CILH,UQLN,2025/02/03 09:55:00,2025/02/03 12:15:00,321,Aft_10042,133
Flt_38544,CYBH,XGOB,2025/02/03 09:55:00,2025/02/03 13:30:00,321,Aft_10043,215
Flt_38545,OMLA,XGOB,2025/02/03 09:55:00,2025/02/03 12:40:00,320,Aft_10104,171
Flt_38546,GRIG,SRNH,2025/02/03 10:00:00,2025/02/03 12:25:00,320,Aft_10044,144
Flt_38547,XGOB,DDCZ,2025/02/03 10:00:00,2025/02/03 12:25:00,320,Aft_10111,144
Flt_38548,CXOJ,NMPZ,2025/02/03 10:00:00,2025/02/03 12:30:00,319,Aft_10136,137
Flt_38549,DSXP,XGOB,2025/02/03 10:00:00,2025/02/03 13:35:00,321,Aft_10135,212
Flt_38550,CLKY,XGOB,2025/02/03 10:00:00,2025/02/03 12:10:00,320,Aft_10122,133
Flt_38551,PKEY,XGOB,2025/02/03 10:05:00,2025/02/03 12:15:00,321,Aft_10065,126
Flt_38552,EYCX,VTIR,2025/02/03 10:05:00,2025/02/03 12:40:00,320,Aft_10161,184
Flt_38553,XGOB,QHPU,2025/02/03 10:05:00,2025/02/03 13:15:00,321,Aft_10011,165
Flt_38554,XGOB,KAIG,2025/02/03 10:10:00,2025/02/03 13:35:00,319,Aft_10110,235
Flt_38555,VSBC,UQLN,2025/02/03 10:10:00,2025/02/03 12:30:00,321,Aft_10024,139
Flt_38556,RSIH,GRIG,2025/02/03 10:15:00,2025/02/03 12:15:00,320,Aft_10088,102
Flt_38557,ZWIO,ERHL,2025/02/03 10:15:00,2025/02/03 12:10:00,320,Aft_10039,96
Flt_38558,XGOB,XLXE,2025/02/03 10:15:00,2025/02/03 12:35:00,321,Aft_10094,120
Flt_38559,UQLN,MGVJ,2025/02/03 10:15:00,2025/02/03 12:20:00,320,Aft_10029,110
Flt_38560,AIZY,XGOB,2025/02/03 10:15:00,2025/02/03 12:10:00,319,Aft_10129,96
Flt_38561,XGOB,PZRI,2025/02/03 10:20:00,2025/02/03 15:35:00,321,Aft_10155,290
Flt_38562,HMAL,BQKE,2025/02/03 10:20:00,2025/02/03 12:10:00,320,Aft_10125,100
Flt_38563,FRMU,UQLN,2025/02/03 10:20:00,2025/02/03 12:35:00,321,Aft_10057,129
Flt_38564,LXHP,DDCZ,2025/02/03 10:25:00,2025/02/03 13:10:00,320,Aft_10130,162
Flt_38565,XGOB,EYCX,2025/02/03 10:25:00,2025/02/03 12:25:00,320,Aft_10128,109
Flt_38566,VORI,ISAX,2025/02/03 10:25:00,2025/02/03 12:10:00,320,Aft_10074,93
Flt_38567,VSBC,XGOB,2025/02/03 10:25:00,2025/02/03 13:10:00,321,Aft_10106,149
Flt_38568,SHIS,XGOB,2025/02/03 10:25:00,2025/02/03 12:40:00,320,Aft_10162,140
Flt_38569,VORI,XGOB,2025/02/03 10:25:00,2025/02/03 12:20:00,320,Aft_10073,119
Flt_38570,FRMU,LUKE,2025/02/03 10:25:00,2025/02/03 12:50:00,320,Aft_10072,157
Flt_38571,XGOB,CXOJ,2025/02/03 10:25:00,2025/02/03 14:10:00,321,Aft_10158,223
Flt_38572,MBMY,FQEW,2025/02/03 10:30:00,2025/02/03 14:05:00,321,Aft_10013,210
Flt_38573,WZBQ,UQLN,2025/02/03 10:30:00,2025/02/03 13:30:00,321,Aft_10035,163
Flt_38574,SNFR,UQLN,2025/02/03 10:30:00,2025/02/03 13:40:00,320,Aft_10020,179
Flt_38575,ELBQ,XGOB,2025/02/03 10:30:00,2025/02/03 12:45:00,319,Aft_10079,125
Flt_38576,URTH,XGOB,2025/02/03 10:30:00,2025/02/03 12:45:00,320,Aft_10152,130
Flt_38577,XGOB,OEQY,2025/02/03 10:35:00,2025/02/03 12:50:00,321,Aft_10103,122
Flt_38578,PIEK,NMPZ,2025/02/03 10:35:00,2025/02/03 12:25:00,320,Aft_10078,111
Flt_38579,LXHP,GRIG,2025/02/03 10:40:00,2025/02/03 14:00:00,320,Aft_10121,202
Flt_38580,FIHQ,GRIG,2025/02/03 10:40:00,2025/02/03 13:10:00,320,Aft_10077,135
Flt_38581,OEQY,UQLN,2025/02/03 10:40:00,2025/02/03 13:15:00,320,Aft_10090,147
Flt_38582,SRNH,XGOB,2025/02/03 10:40:00,2025/02/03 12:55:00,320,Aft_10139,124
Flt_38583,XBQP,GRIG,2025/02/03 10:45:00,2025/02/03 14:00:00,320,Aft_10052,186
Flt_38584,HEYQ,GRIG,2025/02/03 10:45:00,2025/02/03 14:10:00,320,Aft_10083,199
Flt_38585,WQLS,XGOB,2025/02/03 10:45:00,2025/02/03 12:10:00,319,Aft_10116,67
Flt_38586,SNFR,XGOB,2025/02/03 10:45:00,2025/02/03 13:50:00,321,Aft_10132,201
Flt_38587,CYBH,VTIR,2025/02/03 10:45:00,2025/02/03 13:30:00,321,Aft_10006,177
Flt_38588,PIEK,ERHL,2025/02/03 10:50:00,2025/02/03 12:40:00,320,Aft_10102,104
Flt_38589,WAVK,UQLN,2025/02/03 10:50:00,2025/02/03 13:05:00,319,Aft_10107,130
Flt_38590,XLXE,UQLN,2025/02/03 10:50:00,2025/02/03 13:30:00,321,Aft_10062,144
