id,depaAirport,arriAirport,td,ta
ddh_10323,FRMU,LMGE,2025/02/07 11:55:00,2025/02/07 14:15:00
ddh_10324,UQLN,CXOJ,2025/02/07 12:00:00,2025/02/07 16:00:00
ddh_10325,MHNT,WMJO,2025/02/07 12:25:00,2025/02/07 19:35:00
ddh_10326,PKEY,LMGE,2025/02/07 12:30:00,2025/02/07 15:00:00
ddh_10327,LMGE,CYBH,2025/02/07 12:50:00,2025/02/07 15:15:00
ddh_10328,XLXE,LMGE,2025/02/07 13:50:00,2025/02/07 16:40:00
ddh_10329,LMGE,VTIR,2025/02/07 14:35:00,2025/02/07 18:20:00
ddh_10330,XGOB,MBMY,2025/02/07 15:05:00,2025/02/07 17:30:00
ddh_10331,TFKN,LMGE,2025/02/07 15:10:00,2025/02/08 06:50:00
ddh_10332,XGOB,JFWS,2025/02/07 15:30:00,2025/02/07 18:25:00
ddh_10333,LMGE,CCWQ,2025/02/07 16:05:00,2025/02/08 00:30:00
ddh_10334,XGOB,FRMU,2025/02/07 16:15:00,2025/02/07 18:35:00
ddh_10335,LMGE,DRHC,2025/02/07 16:30:00,2025/02/08 01:20:00
ddh_10336,LMGE,QRYN,2025/02/07 16:30:00,2025/02/08 01:00:00
ddh_10337,LMGE,WZBQ,2025/02/07 16:30:00,2025/02/07 19:00:00
ddh_10338,CYBH,LMGE,2025/02/07 16:30:00,2025/02/07 19:55:00
ddh_10339,MBMY,WZBQ,2025/02/07 16:40:00,2025/02/07 20:40:00
ddh_10340,HBNQ,YLTL,2025/02/07 16:55:00,2025/02/07 19:10:00
ddh_10341,XGOB,OEQY,2025/02/07 17:05:00,2025/02/07 19:25:00
ddh_10342,CXOJ,UQLN,2025/02/07 17:50:00,2025/02/07 21:55:00
ddh_10343,JHFU,LMGE,2025/02/07 17:50:00,2025/02/08 05:00:00
ddh_10344,MBMY,XGOB,2025/02/07 18:40:00,2025/02/07 21:25:00
ddh_10345,VTIR,LMGE,2025/02/07 19:20:00,2025/02/08 00:05:00
ddh_10346,JFWS,XGOB,2025/02/07 19:30:00,2025/02/07 21:25:00
ddh_10347,FRMU,XGOB,2025/02/07 19:50:00,2025/02/07 22:25:00
ddh_10348,FDVK,LMGE,2025/02/07 20:00:00,2025/02/08 05:20:00
ddh_10349,WZBQ,LMGE,2025/02/07 20:15:00,2025/02/07 23:00:00
ddh_10350,GXSZ,LMGE,2025/02/07 20:30:00,2025/02/08 05:15:00
ddh_10351,OEQY,XGOB,2025/02/07 20:45:00,2025/02/07 23:20:00
ddh_10352,YLTL,XGOB,2025/02/07 21:10:00,2025/02/08 02:00:00
ddh_10353,WZBQ,MBMY,2025/02/07 21:55:00,2025/02/08 01:55:00
ddh_10354,WMJO,LMGE,2025/02/07 22:05:00,2025/02/08 07:50:00
ddh_10355,LMGE,XNEP,2025/02/07 22:30:00,2025/02/08 11:30:00
ddh_10356,UQLN,MBMY,2025/02/07 23:10:00,2025/02/08 01:30:00
ddh_10357,LMGE,JDTH,2025/02/08 01:30:00,2025/02/08 11:45:00
ddh_10358,LMGE,ACCS,2025/02/08 01:35:00,2025/02/08 13:45:00
ddh_10359,LMGE,JHFU,2025/02/08 01:40:00,2025/02/08 12:25:00
ddh_10360,LMGE,FDVK,2025/02/08 01:45:00,2025/02/08 12:45:00
ddh_10361,CCWQ,LMGE,2025/02/08 02:30:00,2025/02/08 09:05:00
ddh_10362,QRYN,LMGE,2025/02/08 02:55:00,2025/02/08 11:05:00
ddh_10363,DRHC,LMGE,2025/02/08 03:10:00,2025/02/08 11:50:00
ddh_10364,LMGE,QRYN,2025/02/08 05:00:00,2025/02/08 13:20:00
ddh_10365,LMGE,PSDO,2025/02/08 14:50:00,2025/02/08 19:55:00
ddh_10366,XGOB,MHNT,2025/02/08 05:55:00,2025/02/08 10:25:00
ddh_10367,XGOB,WZBQ,2025/02/08 06:30:00,2025/02/08 09:10:00
ddh_10368,XGOB,JFWS,2025/02/08 07:30:00,2025/02/08 10:05:00
ddh_10369,MBMY,UQLN,2025/02/08 07:40:00,2025/02/08 10:35:00
ddh_10370,LMGE,FRMU,2025/02/08 08:00:00,2025/02/08 10:25:00
ddh_10371,XGOB,MBMY,2025/02/08 08:05:00,2025/02/08 10:30:00
ddh_10372,MBMY,LMGE,2025/02/08 08:20:00,2025/02/08 11:00:00
ddh_10373,LMGE,IDKG,2025/02/08 08:35:00,2025/02/08 12:20:00
ddh_10374,XGOB,HEYQ,2025/02/08 09:05:00,2025/02/08 11:45:00
ddh_10375,WZBQ,XGOB,2025/02/08 10:25:00,2025/02/08 13:45:00
ddh_10376,JFWS,XGOB,2025/02/08 11:15:00,2025/02/08 13:10:00
ddh_10377,LMGE,WZBQ,2025/02/08 11:30:00,2025/02/08 14:10:00
ddh_10378,MBMY,XGOB,2025/02/08 11:40:00,2025/02/08 14:30:00
ddh_10379,FRMU,LMGE,2025/02/08 11:55:00,2025/02/08 14:15:00
ddh_10380,UQLN,CXOJ,2025/02/08 12:00:00,2025/02/08 16:00:00
ddh_10381,MHNT,GFTW,2025/02/08 12:25:00,2025/02/08 18:35:00
ddh_10382,HEYQ,LMGE,2025/02/08 12:35:00,2025/02/08 15:55:00
ddh_10383,LMGE,FRMU,2025/02/08 13:00:00,2025/02/08 15:25:00
ddh_10384,IDKG,LMGE,2025/02/08 13:30:00,2025/02/08 17:50:00
ddh_10385,XGOB,JFWS,2025/02/08 14:30:00,2025/02/08 17:15:00
ddh_10386,LMGE,VTIR,2025/02/08 14:35:00,2025/02/08 18:20:00
ddh_10387,XGOB,MBMY,2025/02/08 15:05:00,2025/02/08 17:30:00
ddh_10388,QRYN,EUKE,2025/02/08 15:20:00,2025/02/08 18:50:00
ddh_10389,WZBQ,LMGE,2025/02/08 15:30:00,2025/02/08 18:35:00
ddh_10390,LMGE,XLXE,2025/02/08 16:10:00,2025/02/08 18:25:00
ddh_10391,LMGE,WZBQ,2025/02/08 16:30:00,2025/02/08 19:00:00
ddh_10392,LMGE,MVFV,2025/02/08 16:35:00,2025/02/08 19:50:00
ddh_10393,FRMU,LMGE,2025/02/08 16:40:00,2025/02/08 18:55:00
ddh_10394,XGOB,OEQY,2025/02/08 17:05:00,2025/02/08 19:25:00
ddh_10395,CXOJ,UQLN,2025/02/08 17:50:00,2025/02/08 21:35:00
ddh_10396,JFWS,XGOB,2025/02/08 18:20:00,2025/02/08 20:15:00
ddh_10397,MBMY,XGOB,2025/02/08 18:40:00,2025/02/08 21:25:00
ddh_10398,VTIR,LMGE,2025/02/08 19:20:00,2025/02/08 23:55:00
ddh_10399,XLXE,LMGE,2025/02/08 19:40:00,2025/02/08 22:35:00
ddh_10400,LMGE,MBMY,2025/02/08 20:15:00,2025/02/08 22:35:00
ddh_10401,WZBQ,LMGE,2025/02/08 20:15:00,2025/02/08 23:00:00
ddh_10402,GFTW,WMJO,2025/02/08 20:40:00,2025/02/08 21:35:00
ddh_10403,OEQY,XGOB,2025/02/08 20:45:00,2025/02/08 23:20:00
ddh_10404,XGOB,VTIR,2025/01/31 09:30:00,2025/01/31 12:30:00
ddh_10405,XGOB,VTIR,2025/02/01 09:30:00,2025/02/01 12:30:00
ddh_10406,XGOB,VTIR,2025/02/02 09:30:00,2025/02/02 12:30:00
ddh_10407,XGOB,VTIR,2025/02/03 09:30:00,2025/02/03 12:30:00
ddh_10408,XGOB,VTIR,2025/02/04 09:30:00,2025/02/04 12:30:00
ddh_10409,XGOB,VTIR,2025/02/05 09:30:00,2025/02/05 12:30:00
ddh_10410,XGOB,VTIR,2025/02/06 09:30:00,2025/02/06 12:30:00
ddh_10411,XGOB,VTIR,2025/02/07 09:30:00,2025/02/07 12:30:00
ddh_10412,XGOB,VTIR,2025/02/08 09:30:00,2025/02/08 12:30:00
ddh_10414,XGOB,IAWP,2025/01/31 07:00:00,2025/01/31 09:00:00
ddh_10415,XGOB,IAWP,2025/02/01 07:00:00,2025/02/01 09:00:00
ddh_10416,XGOB,IAWP,2025/02/02 07:00:00,2025/02/02 09:00:00
ddh_10417,XGOB,IAWP,2025/02/03 07:00:00,2025/02/03 09:00:00
ddh_10418,XGOB,IAWP,2025/02/04 07:00:00,2025/02/04 09:00:00
ddh_10419,XGOB,IAWP,2025/02/05 07:00:00,2025/02/05 09:00:00
ddh_10420,XGOB,IAWP,2025/02/06 07:00:00,2025/02/06 09:00:00
ddh_10421,XGOB,IAWP,2025/02/07 07:00:00,2025/02/07 09:00:00
ddh_10422,XGOB,IAWP,2025/02/08 07:00:00,2025/02/08 09:00:00
ddh_10424,LMGE,IAWP,2025/01/31 07:00:00,2025/01/31 09:00:00
ddh_10425,LMGE,IAWP,2025/02/01 07:00:00,2025/02/01 09:00:00
ddh_10426,LMGE,IAWP,2025/02/02 07:00:00,2025/02/02 09:00:00
ddh_10427,LMGE,IAWP,2025/02/03 07:00:00,2025/02/03 09:00:00
ddh_10428,LMGE,IAWP,2025/02/04 07:00:00,2025/02/04 09:00:00
ddh_10429,LMGE,IAWP,2025/02/05 07:00:00,2025/02/05 09:00:00
ddh_10430,LMGE,IAWP,2025/02/06 07:00:00,2025/02/06 09:00:00
ddh_10431,LMGE,IAWP,2025/02/07 07:00:00,2025/02/07 09:00:00
ddh_10432,LMGE,IAWP,2025/02/08 07:00:00,2025/02/08 09:00:00
ddh_10434,XGOB,IOHQ,2025/01/31 06:00:00,2025/01/31 09:00:00
ddh_10435,XGOB,IOHQ,2025/02/01 06:00:00,2025/02/01 09:00:00
ddh_10436,XGOB,IOHQ,2025/02/02 06:00:00,2025/02/02 09:00:00
ddh_10437,XGOB,IOHQ,2025/02/03 06:00:00,2025/02/03 09:00:00
ddh_10438,XGOB,IOHQ,2025/02/04 06:00:00,2025/02/04 09:00:00
ddh_10439,XGOB,IOHQ,2025/02/05 06:00:00,2025/02/05 09:00:00
ddh_10440,XGOB,IOHQ,2025/02/06 06:00:00,2025/02/06 09:00:00
ddh_10441,XGOB,IOHQ,2025/02/07 06:00:00,2025/02/07 09:00:00
ddh_10442,XGOB,IOHQ,2025/02/08 06:00:00,2025/02/08 09:00:00
ddh_10444,XGOB,VBKF,2025/01/31 07:00:00,2025/01/31 11:00:00
ddh_10445,XGOB,VBKF,2025/02/01 07:00:00,2025/02/01 11:00:00
ddh_10446,XGOB,VBKF,2025/02/02 07:00:00,2025/02/02 11:00:00
ddh_10447,XGOB,VBKF,2025/02/03 07:00:00,2025/02/03 11:00:00
ddh_10448,XGOB,VBKF,2025/02/04 07:00:00,2025/02/04 11:00:00
ddh_10449,XGOB,VBKF,2025/02/05 07:00:00,2025/02/05 11:00:00
ddh_10450,XGOB,VBKF,2025/02/06 07:00:00,2025/02/06 11:00:00
ddh_10451,XGOB,VBKF,2025/02/07 07:00:00,2025/02/07 11:00:00
ddh_10452,XGOB,VBKF,2025/02/08 07:00:00,2025/02/08 11:00:00
ddh_10454,UQLN,VBKF,2025/01/31 07:00:00,2025/01/31 09:00:00
ddh_10455,UQLN,VBKF,2025/02/01 07:00:00,2025/02/01 09:00:00
ddh_10456,UQLN,VBKF,2025/02/02 07:00:00,2025/02/02 09:00:00
ddh_10457,UQLN,VBKF,2025/02/03 07:00:00,2025/02/03 09:00:00
ddh_10458,UQLN,VBKF,2025/02/04 07:00:00,2025/02/04 09:00:00
ddh_10459,UQLN,VBKF,2025/02/05 07:00:00,2025/02/05 09:00:00
ddh_10460,UQLN,VBKF,2025/02/06 07:00:00,2025/02/06 09:00:00
ddh_10461,UQLN,VBKF,2025/02/07 07:00:00,2025/02/07 09:00:00
ddh_10462,UQLN,VBKF,2025/02/08 07:00:00,2025/02/08 09:00:00
ddh_10464,UQLN,IOHQ,2025/01/31 07:00:00,2025/01/31 08:00:00
ddh_10465,UQLN,IOHQ,2025/02/01 07:00:00,2025/02/01 08:00:00
ddh_10466,UQLN,IOHQ,2025/02/02 07:00:00,2025/02/02 08:00:00
ddh_10467,UQLN,IOHQ,2025/02/03 07:00:00,2025/02/03 08:00:00
ddh_10468,UQLN,IOHQ,2025/02/04 07:00:00,2025/02/04 08:00:00
ddh_10469,UQLN,IOHQ,2025/02/05 07:00:00,2025/02/05 08:00:00
ddh_10470,UQLN,IOHQ,2025/02/06 07:00:00,2025/02/06 08:00:00
ddh_10471,UQLN,IOHQ,2025/02/07 07:00:00,2025/02/07 08:00:00
ddh_10472,UQLN,IOHQ,2025/02/08 07:00:00,2025/02/08 08:00:00
ddh_10474,IOHQ,UQLN,2025/01/31 07:00:00,2025/01/31 08:00:00
ddh_10475,IOHQ,UQLN,2025/02/01 07:00:00,2025/02/01 08:00:00
ddh_10476,IOHQ,UQLN,2025/02/02 07:00:00,2025/02/02 08:00:00
ddh_10477,IOHQ,UQLN,2025/02/03 07:00:00,2025/02/03 08:00:00
ddh_10478,IOHQ,UQLN,2025/02/04 07:00:00,2025/02/04 08:00:00
ddh_10479,IOHQ,UQLN,2025/02/05 07:00:00,2025/02/05 08:00:00
ddh_10480,IOHQ,UQLN,2025/02/06 07:00:00,2025/02/06 08:00:00
ddh_10481,IOHQ,UQLN,2025/02/07 07:00:00,2025/02/07 08:00:00
ddh_10482,IOHQ,UQLN,2025/02/08 07:00:00,2025/02/08 08:00:00
ddh_10484,GRIG,XGOB,2025/01/31 17:50:00,2025/01/31 19:25:00
ddh_10485,GRIG,XGOB,2025/02/01 17:50:00,2025/02/01 19:25:00
ddh_10486,GRIG,XGOB,2025/02/02 17:50:00,2025/02/02 19:25:00
ddh_10487,GRIG,XGOB,2025/02/03 17:50:00,2025/02/03 19:25:00
ddh_10488,GRIG,XGOB,2025/02/04 17:50:00,2025/02/04 19:25:00
ddh_10489,GRIG,XGOB,2025/02/05 17:50:00,2025/02/05 19:25:00
ddh_10490,GRIG,XGOB,2025/02/06 17:50:00,2025/02/06 19:25:00
ddh_10491,GRIG,XGOB,2025/02/07 17:50:00,2025/02/07 19:25:00
ddh_10492,GRIG,XGOB,2025/02/08 17:50:00,2025/02/08 19:25:00
ddh_10494,XGOB,IAWP,2025/01/31 19:00:00,2025/01/31 21:00:00
ddh_10495,XGOB,IAWP,2025/02/01 19:00:00,2025/02/01 21:00:00
ddh_10496,XGOB,IAWP,2025/02/02 19:00:00,2025/02/02 21:00:00
ddh_10497,XGOB,IAWP,2025/02/03 19:00:00,2025/02/03 21:00:00
ddh_10498,XGOB,IAWP,2025/02/04 19:00:00,2025/02/04 21:00:00
ddh_10499,XGOB,IAWP,2025/02/05 19:00:00,2025/02/05 21:00:00
ddh_10500,XGOB,IAWP,2025/02/06 19:00:00,2025/02/06 21:00:00
ddh_10501,XGOB,IAWP,2025/02/07 19:00:00,2025/02/07 21:00:00
ddh_10502,XGOB,IAWP,2025/02/08 19:00:00,2025/02/08 21:00:00
ddh_10504,IAWP,XGOB,2025/01/31 19:45:00,2025/01/31 21:45:00
ddh_10505,IAWP,XGOB,2025/02/01 19:45:00,2025/02/01 21:45:00
ddh_10506,IAWP,XGOB,2025/02/02 19:45:00,2025/02/02 21:45:00
ddh_10507,IAWP,XGOB,2025/02/03 19:45:00,2025/02/03 21:45:00
ddh_10508,IAWP,XGOB,2025/02/04 19:45:00,2025/02/04 21:45:00
ddh_10509,IAWP,XGOB,2025/02/05 19:45:00,2025/02/05 21:45:00
ddh_10510,IAWP,XGOB,2025/02/06 19:45:00,2025/02/06 21:45:00
ddh_10511,IAWP,XGOB,2025/02/07 19:45:00,2025/02/07 21:45:00
ddh_10512,IAWP,XGOB,2025/02/08 19:45:00,2025/02/08 21:45:00
ddh_10514,XGOB,VBKF,2025/01/31 15:00:00,2025/01/31 18:18:00
ddh_10515,XGOB,VBKF,2025/02/01 15:00:00,2025/02/01 18:18:00
ddh_10516,XGOB,VBKF,2025/02/02 15:00:00,2025/02/02 18:18:00
ddh_10517,XGOB,VBKF,2025/02/03 15:00:00,2025/02/03 18:18:00
ddh_10518,XGOB,VBKF,2025/02/04 15:00:00,2025/02/04 18:18:00
ddh_10519,XGOB,VBKF,2025/02/05 15:00:00,2025/02/05 18:18:00
ddh_10520,XGOB,VBKF,2025/02/06 15:00:00,2025/02/06 18:18:00
ddh_10521,XGOB,VBKF,2025/02/07 15:00:00,2025/02/07 18:18:00
ddh_10522,XGOB,VBKF,2025/02/08 15:00:00,2025/02/08 18:18:00
ddh_10524,VBKF,XGOB,2025/01/31 14:50:00,2025/01/31 18:39:00
ddh_10525,VBKF,XGOB,2025/02/01 14:50:00,2025/02/01 18:39:00
ddh_10526,VBKF,XGOB,2025/02/02 14:50:00,2025/02/02 18:39:00
ddh_10527,VBKF,XGOB,2025/02/03 14:50:00,2025/02/03 18:39:00
ddh_10528,VBKF,XGOB,2025/02/04 14:50:00,2025/02/04 18:39:00
ddh_10529,VBKF,XGOB,2025/02/05 14:50:00,2025/02/05 18:39:00
ddh_10530,VBKF,XGOB,2025/02/06 14:50:00,2025/02/06 18:39:00
ddh_10531,VBKF,XGOB,2025/02/07 14:50:00,2025/02/07 18:39:00
ddh_10532,VBKF,XGOB,2025/02/08 14:50:00,2025/02/08 18:39:00
ddh_10534,UQLN,XGOB,2025/01/31 18:15:00,2025/01/31 20:34:00
ddh_10535,UQLN,XGOB,2025/02/01 18:15:00,2025/02/01 20:34:00
ddh_10536,UQLN,XGOB,2025/02/02 18:15:00,2025/02/02 20:34:00
ddh_10537,UQLN,XGOB,2025/02/03 18:15:00,2025/02/03 20:34:00
ddh_10538,UQLN,XGOB,2025/02/04 18:15:00,2025/02/04 20:34:00
ddh_10539,UQLN,XGOB,2025/02/05 18:15:00,2025/02/05 20:34:00
ddh_10540,UQLN,XGOB,2025/02/06 18:15:00,2025/02/06 20:34:00
ddh_10541,UQLN,XGOB,2025/02/07 18:15:00,2025/02/07 20:34:00
ddh_10542,UQLN,XGOB,2025/02/08 18:15:00,2025/02/08 20:34:00
ddh_10544,XGOB,CLVM,2025/01/31 20:13:00,2025/01/31 21:30:00
ddh_10545,XGOB,CLVM,2025/02/01 20:13:00,2025/02/01 21:30:00
ddh_10546,XGOB,CLVM,2025/02/02 20:13:00,2025/02/02 21:30:00
ddh_10547,XGOB,CLVM,2025/02/03 20:13:00,2025/02/03 21:30:00
ddh_10548,XGOB,CLVM,2025/02/04 20:13:00,2025/02/04 21:30:00
ddh_10549,XGOB,CLVM,2025/02/05 20:13:00,2025/02/05 21:30:00
ddh_10550,XGOB,CLVM,2025/02/06 20:13:00,2025/02/06 21:30:00
ddh_10551,XGOB,CLVM,2025/02/07 20:13:00,2025/02/07 21:30:00
ddh_10552,XGOB,CLVM,2025/02/08 20:13:00,2025/02/08 21:30:00
ddh_10554,CLVM,XGOB,2025/01/31 18:27:00,2025/01/31 20:01:00
ddh_10555,CLVM,XGOB,2025/02/01 18:27:00,2025/02/01 20:01:00
ddh_10556,CLVM,XGOB,2025/02/02 18:27:00,2025/02/02 20:01:00
ddh_10557,CLVM,XGOB,2025/02/03 18:27:00,2025/02/03 20:01:00
ddh_10558,CLVM,XGOB,2025/02/04 18:27:00,2025/02/04 20:01:00
ddh_10559,CLVM,XGOB,2025/02/05 18:27:00,2025/02/05 20:01:00
ddh_10560,CLVM,XGOB,2025/02/06 18:27:00,2025/02/06 20:01:00
ddh_10561,CLVM,XGOB,2025/02/07 18:27:00,2025/02/07 20:01:00
ddh_10562,CLVM,XGOB,2025/02/08 18:27:00,2025/02/08 20:01:00
ddh_10564,VBKF,XGOB,2025/01/31 16:41:00,2025/01/31 20:33:00
ddh_10565,VBKF,XGOB,2025/02/01 16:41:00,2025/02/01 20:33:00
ddh_10566,VBKF,XGOB,2025/02/02 16:41:00,2025/02/02 20:33:00
ddh_10567,VBKF,XGOB,2025/02/03 16:41:00,2025/02/03 20:33:00
ddh_10568,VBKF,XGOB,2025/02/04 16:41:00,2025/02/04 20:33:00
ddh_10569,VBKF,XGOB,2025/02/05 16:41:00,2025/02/05 20:33:00
ddh_10570,VBKF,XGOB,2025/02/06 16:41:00,2025/02/06 20:33:00
ddh_10571,VBKF,XGOB,2025/02/07 16:41:00,2025/02/07 20:33:00
ddh_10572,VBKF,XGOB,2025/02/08 16:41:00,2025/02/08 20:33:00
ddh_10574,IAWP,XGOB,2025/01/31 17:00:00,2025/01/31 20:00:00
ddh_10575,IAWP,XGOB,2025/02/01 17:00:00,2025/02/01 20:00:00
ddh_10576,IAWP,XGOB,2025/02/02 17:00:00,2025/02/02 20:00:00
ddh_10577,IAWP,XGOB,2025/02/03 17:00:00,2025/02/03 20:00:00
ddh_10578,IAWP,XGOB,2025/02/04 17:00:00,2025/02/04 20:00:00
ddh_10579,IAWP,XGOB,2025/02/05 17:00:00,2025/02/05 20:00:00
ddh_10580,IAWP,XGOB,2025/02/06 17:00:00,2025/02/06 20:00:00
ddh_10581,IAWP,XGOB,2025/02/07 17:00:00,2025/02/07 20:00:00
ddh_10582,IAWP,XGOB,2025/02/08 17:00:00,2025/02/08 20:00:00
ddh_10584,CLVM,XGOB,2025/01/31 18:42:00,2025/01/31 20:05:00
ddh_10585,CLVM,XGOB,2025/02/01 18:42:00,2025/02/01 20:05:00
ddh_10586,CLVM,XGOB,2025/02/02 18:42:00,2025/02/02 20:05:00
ddh_10587,CLVM,XGOB,2025/02/03 18:42:00,2025/02/03 20:05:00
ddh_10588,CLVM,XGOB,2025/02/04 18:42:00,2025/02/04 20:05:00
ddh_10589,CLVM,XGOB,2025/02/05 18:42:00,2025/02/05 20:05:00
ddh_10590,CLVM,XGOB,2025/02/06 18:42:00,2025/02/06 20:05:00
ddh_10591,CLVM,XGOB,2025/02/07 18:42:00,2025/02/07 20:05:00
ddh_10592,CLVM,XGOB,2025/02/08 18:42:00,2025/02/08 20:05:00
ddh_10594,XGOB,IAWP,2025/01/31 19:45:00,2025/01/31 21:45:00
ddh_10595,XGOB,IAWP,2025/02/01 19:45:00,2025/02/01 21:45:00
ddh_10596,XGOB,IAWP,2025/02/02 19:45:00,2025/02/02 21:45:00
ddh_10597,XGOB,IAWP,2025/02/03 19:45:00,2025/02/03 21:45:00
ddh_10598,XGOB,IAWP,2025/02/04 19:45:00,2025/02/04 21:45:00
ddh_10599,XGOB,IAWP,2025/02/05 19:45:00,2025/02/05 21:45:00
ddh_10600,XGOB,IAWP,2025/02/06 19:45:00,2025/02/06 21:45:00
ddh_10601,XGOB,IAWP,2025/02/07 19:45:00,2025/02/07 21:45:00
ddh_10602,XGOB,IAWP,2025/02/08 19:45:00,2025/02/08 21:45:00
ddh_10604,IAWP,XGOB,2025/01/31 19:00:00,2025/01/31 21:00:00
ddh_10605,IAWP,XGOB,2025/02/01 19:00:00,2025/02/01 21:00:00
ddh_10606,IAWP,XGOB,2025/02/02 19:00:00,2025/02/02 21:00:00
ddh_10607,IAWP,XGOB,2025/02/03 19:00:00,2025/02/03 21:00:00
ddh_10608,IAWP,XGOB,2025/02/04 19:00:00,2025/02/04 21:00:00
ddh_10609,IAWP,XGOB,2025/02/05 19:00:00,2025/02/05 21:00:00
ddh_10610,IAWP,XGOB,2025/02/06 19:00:00,2025/02/06 21:00:00
ddh_10611,IAWP,XGOB,2025/02/07 19:00:00,2025/02/07 21:00:00
ddh_10612,IAWP,XGOB,2025/02/08 19:00:00,2025/02/08 21:00:00
ddh_10614,CYBH,YPAM,2025/01/31 12:15:00,2025/01/31 20:50:00
ddh_10615,CYBH,YPAM,2025/02/01 12:15:00,2025/02/01 20:50:00
ddh_10616,CYBH,YPAM,2025/02/02 12:15:00,2025/02/02 20:50:00
ddh_10617,CYBH,YPAM,2025/02/03 12:15:00,2025/02/03 20:50:00
ddh_10618,CYBH,YPAM,2025/02/04 12:15:00,2025/02/04 20:50:00
ddh_10619,CYBH,YPAM,2025/02/05 12:15:00,2025/02/05 20:50:00
ddh_10620,CYBH,YPAM,2025/02/06 12:15:00,2025/02/06 20:50:00
ddh_10621,CYBH,YPAM,2025/02/07 12:15:00,2025/02/07 20:50:00
ddh_10622,CYBH,YPAM,2025/02/08 12:15:00,2025/02/08 20:50:00
ddh_10624,VBKF,XGOB,2025/01/31 15:02:00,2025/01/31 18:50:00
ddh_10625,VBKF,XGOB,2025/02/01 15:02:00,2025/02/01 18:50:00
ddh_10626,VBKF,XGOB,2025/02/02 15:02:00,2025/02/02 18:50:00
ddh_10627,VBKF,XGOB,2025/02/03 15:02:00,2025/02/03 18:50:00
ddh_10628,VBKF,XGOB,2025/02/04 15:02:00,2025/02/04 18:50:00
ddh_10629,VBKF,XGOB,2025/02/05 15:02:00,2025/02/05 18:50:00
ddh_10630,VBKF,XGOB,2025/02/06 15:02:00,2025/02/06 18:50:00
ddh_10631,VBKF,XGOB,2025/02/07 15:02:00,2025/02/07 18:50:00
ddh_10632,VBKF,XGOB,2025/02/08 15:02:00,2025/02/08 18:50:00
ddh_10634,VBKF,XGOB,2025/01/31 17:57:00,2025/01/31 21:50:00
ddh_10635,VBKF,XGOB,2025/02/01 17:57:00,2025/02/01 21:50:00
ddh_10636,VBKF,XGOB,2025/02/02 17:57:00,2025/02/02 21:50:00
ddh_10637,VBKF,XGOB,2025/02/03 17:57:00,2025/02/03 21:50:00
ddh_10638,VBKF,XGOB,2025/02/04 17:57:00,2025/02/04 21:50:00
ddh_10639,VBKF,XGOB,2025/02/05 17:57:00,2025/02/05 21:50:00
ddh_10640,VBKF,XGOB,2025/02/06 17:57:00,2025/02/06 21:50:00
ddh_10641,VBKF,XGOB,2025/02/07 17:57:00,2025/02/07 21:50:00
ddh_10642,VBKF,XGOB,2025/02/08 17:57:00,2025/02/08 21:50:00
ddh_10644,XGOB,CLVM,2025/01/31 19:55:00,2025/01/31 21:30:00
ddh_10645,XGOB,CLVM,2025/02/01 19:55:00,2025/02/01 21:30:00
ddh_10646,XGOB,CLVM,2025/02/02 19:55:00,2025/02/02 21:30:00
ddh_10647,XGOB,CLVM,2025/02/03 19:55:00,2025/02/03 21:30:00
ddh_10648,XGOB,CLVM,2025/02/04 19:55:00,2025/02/04 21:30:00
ddh_10649,XGOB,CLVM,2025/02/05 19:55:00,2025/02/05 21:30:00
ddh_10650,XGOB,CLVM,2025/02/06 19:55:00,2025/02/06 21:30:00
ddh_10651,XGOB,CLVM,2025/02/07 19:55:00,2025/02/07 21:30:00
ddh_10652,XGOB,CLVM,2025/02/08 19:55:00,2025/02/08 21:30:00
ddh_10654,CLVM,XGOB,2025/01/31 20:07:00,2025/01/31 21:58:00
ddh_10655,CLVM,XGOB,2025/02/01 20:07:00,2025/02/01 21:58:00
ddh_10656,CLVM,XGOB,2025/02/02 20:07:00,2025/02/02 21:58:00
ddh_10657,CLVM,XGOB,2025/02/03 20:07:00,2025/02/03 21:58:00
ddh_10658,CLVM,XGOB,2025/02/04 20:07:00,2025/02/04 21:58:00
ddh_10659,CLVM,XGOB,2025/02/05 20:07:00,2025/02/05 21:58:00
ddh_10660,CLVM,XGOB,2025/02/06 20:07:00,2025/02/06 21:58:00
ddh_10661,CLVM,XGOB,2025/02/07 20:07:00,2025/02/07 21:58:00
ddh_10662,CLVM,XGOB,2025/02/08 20:07:00,2025/02/08 21:58:00
ddh_10664,VBKF,XGOB,2025/01/31 17:10:00,2025/01/31 21:03:00
ddh_10665,VBKF,XGOB,2025/02/01 17:10:00,2025/02/01 21:03:00
ddh_10666,VBKF,XGOB,2025/02/02 17:10:00,2025/02/02 21:03:00
ddh_10667,VBKF,XGOB,2025/02/03 17:10:00,2025/02/03 21:03:00
ddh_10668,VBKF,XGOB,2025/02/04 17:10:00,2025/02/04 21:03:00
ddh_10669,VBKF,XGOB,2025/02/05 17:10:00,2025/02/05 21:03:00
ddh_10670,VBKF,XGOB,2025/02/06 17:10:00,2025/02/06 21:03:00
ddh_10671,VBKF,XGOB,2025/02/07 17:10:00,2025/02/07 21:03:00
ddh_10672,VBKF,XGOB,2025/02/08 17:10:00,2025/02/08 21:03:00
